MUNICIPIO,REDE,IDEB_2015,IDEB_2017
Santa Maria do Pará,Estadual,4,4.7
Santa Maria do Pará,Municipal,3.9,4
Santa Maria do Pará,Pública,3.9,4.2
Santana do Araguaia,Municipal,3.6,3.9
Santana do Araguaia,Pública,3.6,3.9
Santarém,Estadual,5.1,5.7
Santarém,Municipal,5.2,5.5
Santarém,Pública,5.2,5.5
Santarém Novo,Municipal,4.3,4.4
Santarém Novo,Pública,4.3,4.4
Santo Antônio do Tauá,Municipal,4,3.9
Santo Antônio do Tauá,Pública,4,3.9
São Caetano de Odivelas,Estadual,2.7,3.7
São Caetano de Odivelas,Municipal,3.7,4
São Caetano de Odivelas,Pública,3.6,4
São Domingos do Araguaia,Municipal,3.8,3.9
São Domingos do Araguaia,Pública,3.8,3.9
São Domingos do Capim,Estadual,3.5,3.4
São Domingos do Capim,Municipal,3.2,3.5
São Domingos do Capim,Pública,3.3,3.4
São Félix do Xingu,Municipal,3.8,4
São Félix do Xingu,Pública,3.8,4
São Francisco do Pará,Municipal,4.2,4.4
São Francisco do Pará,Pública,4.2,4.4
São Geraldo do Araguaia,Municipal,4.1,4.4
São Geraldo do Araguaia,Pública,4.1,4.4
São João da Ponta,Municipal,4,3.4
São João da Ponta,Pública,4,3.4
São João de Pirabas,Municipal,4.3,3.9
São João de Pirabas,Pública,4.3,3.9
São João do Araguaia,Municipal,3.5,3.7
São João do Araguaia,Pública,3.5,3.7
São Miguel do Guamá,Municipal,4.2,4.4
São Miguel do Guamá,Pública,4.2,4.4
São Sebastião da Boa Vista,Estadual,-,-
São Sebastião da Boa Vista,Municipal,4.2,4.1
São Sebastião da Boa Vista,Pública,4.2,4.1
Sapucaia,Municipal,3.7,4.1
Sapucaia,Pública,3.7,4.1
Senador José Porfírio,Municipal,4,4.4
Senador José Porfírio,Pública,4,4.4
Soure,Municipal,3.9,4
Soure,Pública,3.9,4
Tailândia,Municipal,4.5,4.4
Tailândia,Pública,4.5,4.4
Terra Alta,Estadual,4.1,4.3
Terra Alta,Municipal,3.7,4.8
Terra Alta,Pública,3.8,4.8
Terra Santa,Municipal,5.2,5.6
Terra Santa,Pública,5.2,5.6
Tomé-Açu,Municipal,4.3,4.6
Tomé-Açu,Pública,4.3,4.6
Tracuateua,Estadual,-,-
Tracuateua,Municipal,3.7,3.8
Tracuateua,Pública,3.7,3.8
Trairão,Municipal,4.9,4.7
Trairão,Pública,4.9,4.7
Tucumã,Municipal,4.4,4.5
Tucumã,Pública,4.4,4.5
Tucuruí,Municipal,4.6,4.6
Tucuruí,Pública,4.6,4.6
Ulianópolis,Municipal,5.9,6
Ulianópolis,Pública,5.9,6
Uruará,Municipal,4.4,4.4
Uruará,Pública,4.4,4.4
Vigia,Estadual,-,-
Vigia,Municipal,3.6,4.1
Vigia,Pública,3.6,4.1
Viseu,Municipal,3.4,3.7
Viseu,Pública,3.4,3.7
Vitória do Xingu,Municipal,4.8,4.9
Vitória do Xingu,Pública,4.8,4.9
Xinguara,Municipal,4.2,4.4
Xinguara,Pública,4.2,4.4
Serra do Navio,Estadual,3.6,-
Serra do Navio,Municipal,4.3,5.1
Serra do Navio,Pública,4.2,5.1
Amapá,Estadual,3.9,4.2
Amapá,Municipal,3.5,3.5
Amapá,Pública,3.7,3.7
Pedra Branca do Amapari,Estadual,-,-
Pedra Branca do Amapari,Municipal,4.1,4.5
Pedra Branca do Amapari,Pública,4.2,4.6
Calçoene,Estadual,3.5,3.2
Calçoene,Municipal,3.8,3.5
Calçoene,Pública,3.7,3.4
Cutias,Estadual,3.6,3.6
Cutias,Municipal,-,3.1
Cutias,Pública,3.7,3.4
Ferreira Gomes,Estadual,-,-
Ferreira Gomes,Municipal,3.5,3.6
Ferreira Gomes,Pública,3.5,3.6
Itaubal,Estadual,3.8,-
Itaubal,Municipal,3.5,4.1
Itaubal,Pública,3.6,4.1
Laranjal do Jari,Estadual,4.4,4.4
Laranjal do Jari,Municipal,4,4.3
Laranjal do Jari,Pública,4.1,4.3
Macapá,Estadual,4.3,4.4
Macapá,Municipal,4.4,4.6
Macapá,Pública,4.4,4.5
Mazagão,Estadual,4.1,4.5
Mazagão,Municipal,3.6,3.8
Mazagão,Pública,3.9,4.2
Oiapoque,Estadual,4,-
Oiapoque,Municipal,3.6,3.8
Oiapoque,Pública,3.7,4
Porto Grande,Estadual,4.5,5.4
Porto Grande,Municipal,3.6,3.7
Porto Grande,Pública,3.9,4.1
Pracuúba,Estadual,-,-
Pracuúba,Municipal,3.8,2.7
Pracuúba,Pública,3.7,2.7
Santana,Estadual,4.5,4.7
Santana,Municipal,4.6,4.8
Santana,Pública,4.6,4.8
Tartarugalzinho,Estadual,3.9,4.2
Tartarugalzinho,Municipal,3.1,3.8
Tartarugalzinho,Pública,3.5,3.8
Vitória do Jari,Estadual,4.2,-
Vitória do Jari,Municipal,3.5,3.6
Vitória do Jari,Pública,3.6,3.6
Abreulândia,Estadual,-,-
Abreulândia,Municipal,4.7,4.9
Abreulândia,Pública,4.7,4.9
Aguiarnópolis,Estadual,-,-
Aguiarnópolis,Municipal,3.9,4.4
Aguiarnópolis,Pública,3.9,4.4
Aliança do Tocantins,Estadual,5.4,6.2
Aliança do Tocantins,Municipal,5.8,6
Aliança do Tocantins,Pública,5.6,6
Almas,Estadual,-,-
Almas,Municipal,4.3,4.5
Almas,Pública,4.3,4.5
Alvorada,Estadual,5.1,5.2
Alvorada,Municipal,5.7,5.6
Alvorada,Pública,5.6,5.6
Ananás,Estadual,5.9,-
Ananás,Municipal,5,5.1
Ananás,Pública,5.3,5.1
Angico,Estadual,-,-
Angico,Municipal,4.5,5
Angico,Pública,4.5,5
Aparecida do Rio Negro,Estadual,-,-
Aparecida do Rio Negro,Municipal,5.2,5.7
Aparecida do Rio Negro,Pública,5.2,5.7
Aragominas,Estadual,-,-
Aragominas,Municipal,4.2,4.4
Aragominas,Pública,4.2,4.4
Araguacema,Estadual,4.4,-
Araguacema,Municipal,-,4.5
Araguacema,Pública,4.8,4.5
Araguaçu,Estadual,5.4,6.1
Araguaçu,Municipal,6.1,5.9
Araguaçu,Pública,5.9,5.9
Araguaína,Estadual,5.3,6.4
Araguaína,Municipal,5.4,5.9
Araguaína,Pública,5.5,6.1
Araguanã,Estadual,-,-
Araguanã,Municipal,5.5,5.4
Araguanã,Pública,5.5,5.4
Araguatins,Estadual,4.3,5.6
Araguatins,Municipal,4,4.8
Araguatins,Pública,4.4,5.2
Arapoema,Estadual,-,-
Arapoema,Municipal,5.2,5.3
Arapoema,Pública,5.2,5.3
Arraias,Estadual,4.8,-
Arraias,Municipal,-,5.1
Arraias,Pública,4.6,5.1
Augustinópolis,Estadual,5.5,5.1
Augustinópolis,Municipal,4.6,5.7
Augustinópolis,Pública,5.1,5.6
Aurora do Tocantins,Estadual,3.9,6
Aurora do Tocantins,Pública,4.5,6
Axixá do Tocantins,Estadual,-,-
Axixá do Tocantins,Municipal,4.4,4.3
Axixá do Tocantins,Pública,4.4,4.3
Babaçulândia,Estadual,3.9,4.7
Babaçulândia,Municipal,4.2,3.9
Babaçulândia,Pública,4.3,4.3
Bandeirantes do Tocantins,Estadual,-,-
Bandeirantes do Tocantins,Municipal,4.6,4.7
Bandeirantes do Tocantins,Pública,4.6,4.7
Barra do Ouro,Estadual,-,-
Barra do Ouro,Municipal,3.4,4.1
Barra do Ouro,Pública,3.4,4.1
Barrolândia,Estadual,-,-
Barrolândia,Municipal,5.3,5.1
Barrolândia,Pública,5.3,5.1
Bernardo Sayão,Estadual,-,-
Bernardo Sayão,Municipal,4.9,4.9
Bernardo Sayão,Pública,4.9,4.9
Bom Jesus do Tocantins,Estadual,5.1,-
Bom Jesus do Tocantins,Municipal,5,5.5
Bom Jesus do Tocantins,Pública,5.1,5.5
Brasilândia do Tocantins,Municipal,5.4,5.7
Brasilândia do Tocantins,Pública,5.4,5.7
Brejinho de Nazaré,Estadual,4.2,4.7
Brejinho de Nazaré,Municipal,4.3,5.1
Brejinho de Nazaré,Pública,4.3,5
Buriti do Tocantins,Estadual,4.1,5.3
Buriti do Tocantins,Municipal,4.3,4.2
Buriti do Tocantins,Pública,4.4,4.7
Cachoeirinha,Estadual,-,-
Cachoeirinha,Municipal,4.4,4.6
Cachoeirinha,Pública,4.4,4.6
Campos Lindos,Estadual,4.4,-
Campos Lindos,Municipal,3.8,4.2
Campos Lindos,Pública,4,4.2
Cariri do Tocantins,Municipal,4.3,4.8
Cariri do Tocantins,Pública,4.3,4.8
Carmolândia,Estadual,5,4.1
Carmolândia,Municipal,4.6,4.2
Carmolândia,Pública,4.7,4.1
Carrasco Bonito,Estadual,4.1,4.3
Carrasco Bonito,Municipal,4.3,3.7
Carrasco Bonito,Pública,4.2,3.8
Caseara,Estadual,3.2,-
Caseara,Municipal,4.1,4.6
Caseara,Pública,4.1,4.6
Centenário,Estadual,4.1,-
Centenário,Municipal,3.9,4.5
Centenário,Pública,4.2,4.5
Chapada de Areia,Municipal,-,4.1
Chapada de Areia,Pública,-,4.1
Chapada da Natividade,Estadual,-,-
Chapada da Natividade,Municipal,4.5,5
Chapada da Natividade,Pública,4.5,5
Colinas do Tocantins,Estadual,5.9,6.5
Colinas do Tocantins,Municipal,4.6,5.3
Colinas do Tocantins,Pública,5.4,5.8
Combinado,Estadual,5.5,6.4
Combinado,Municipal,5.6,5.4
Combinado,Pública,5.7,6.1
Conceição do Tocantins,Estadual,-,-
Conceição do Tocantins,Municipal,3.6,5.3
Conceição do Tocantins,Pública,3.6,5.3
Couto Magalhães,Estadual,4.4,5.8
Couto Magalhães,Municipal,4.2,4.7
Couto Magalhães,Pública,4.4,5.1
Cristalândia,Estadual,4.8,6.1
Cristalândia,Municipal,4.5,4
Cristalândia,Pública,5,5.2
Crixás do Tocantins,Municipal,4.7,4.8
Crixás do Tocantins,Pública,4.7,4.8
Darcinópolis,Municipal,4.6,4.6
Darcinópolis,Pública,4.6,4.6
Dianópolis,Estadual,4.9,5.6
Dianópolis,Municipal,4.4,4.9
Dianópolis,Pública,4.8,5.3
Divinópolis do Tocantins,Estadual,-,-
Divinópolis do Tocantins,Municipal,4.8,5.6
Divinópolis do Tocantins,Pública,4.8,5.6
Dois Irmãos do Tocantins,Estadual,-,-
Dois Irmãos do Tocantins,Municipal,4.8,4.8
Dois Irmãos do Tocantins,Pública,4.8,4.8
Dueré,Estadual,-,-
Dueré,Municipal,4.7,5.7
Dueré,Pública,4.7,5.7
Esperantina,Estadual,-,-
Esperantina,Municipal,3.7,4
Esperantina,Pública,3.7,4
Fátima,Estadual,-,-
Fátima,Municipal,4.3,4.7
Fátima,Pública,4,4.7
Figueirópolis,Estadual,-,-
Figueirópolis,Municipal,5.4,5.5
Figueirópolis,Pública,5.4,5.5
Filadélfia,Estadual,3.7,5
Filadélfia,Municipal,-,-
Filadélfia,Pública,4.2,4.8
Formoso do Araguaia,Estadual,5.3,6.7
Formoso do Araguaia,Municipal,4.9,5.2
Formoso do Araguaia,Pública,5,5.4
Fortaleza do Tabocão,Estadual,-,-
Fortaleza do Tabocão,Municipal,5.3,5.3
Fortaleza do Tabocão,Pública,5.3,5.3
Goianorte,Estadual,4.8,-
Goianorte,Municipal,4.8,4.9
Goianorte,Pública,4.8,4.9
Goiatins,Estadual,4.1,4.9
Goiatins,Municipal,4.5,4
Goiatins,Pública,4.4,4.2
Guaraí,Estadual,4.6,4.9
Guaraí,Municipal,5.8,5.7
Guaraí,Pública,5.5,5.7
Gurupi,Estadual,6.3,7.3
Gurupi,Municipal,5,5.1
Gurupi,Pública,5.7,6
Ipueiras,Estadual,-,-
Ipueiras,Municipal,3.7,4.5
Ipueiras,Pública,3.7,4.5
Itacajá,Estadual,4.6,5.1
Itacajá,Municipal,4.6,5.6
Itacajá,Pública,4.7,5.4
Itaguatins,Estadual,-,-
Itaguatins,Municipal,4.4,4.1
Itaguatins,Pública,4.4,4.1
Itapiratins,Municipal,4.7,4.9
Itapiratins,Pública,4.7,4.9
Itaporã do Tocantins,Estadual,-,-
Itaporã do Tocantins,Municipal,4.6,5.1
Itaporã do Tocantins,Pública,4.6,5.1
Jaú do Tocantins,Municipal,5,5.2
Jaú do Tocantins,Pública,5,5.2
Juarina,Estadual,-,-
Juarina,Municipal,4.5,4
Juarina,Pública,4.5,4
Lagoa da Confusão,Estadual,4.6,-
Lagoa da Confusão,Municipal,4.6,4
Lagoa da Confusão,Pública,4.7,3.9
Lagoa do Tocantins,Municipal,3.6,4.3
Lagoa do Tocantins,Pública,3.6,4.3
Lajeado,Estadual,-,-
Lajeado,Municipal,4.6,4.8
Lajeado,Pública,4.6,4.8
Lavandeira,Estadual,4.5,5.5
Lavandeira,Pública,5,5.3
Lizarda,Estadual,4.8,-
Lizarda,Municipal,3.8,4.2
Lizarda,Pública,4.3,4.2
Luzinópolis,Estadual,-,-
Luzinópolis,Municipal,4.5,4.4
Luzinópolis,Pública,4.5,4.4
Marianópolis do Tocantins,Estadual,4.2,-
Marianópolis do Tocantins,Municipal,4.3,5
Marianópolis do Tocantins,Pública,4.4,5
Mateiros,Estadual,-,-
Mateiros,Municipal,3.6,4.7
Mateiros,Pública,3.7,4.7
Maurilândia do Tocantins,Estadual,-,-
Maurilândia do Tocantins,Municipal,3.7,4.9
Maurilândia do Tocantins,Pública,3.7,4.7
Miracema do Tocantins,Estadual,4.6,5.6
Miracema do Tocantins,Municipal,-,4.2
Miracema do Tocantins,Pública,5,5
Miranorte,Estadual,-,-
Miranorte,Municipal,4.6,5.3
Miranorte,Pública,4.6,5.3
Monte do Carmo,Estadual,4.2,4.4
Monte do Carmo,Municipal,4.3,4.2
Monte do Carmo,Pública,4.2,4.5
Monte Santo do Tocantins,Municipal,5,5.3
Monte Santo do Tocantins,Pública,5,5.3
Palmeiras do Tocantins,Estadual,3.3,4.4
Palmeiras do Tocantins,Municipal,4.2,5.3
Palmeiras do Tocantins,Pública,4.1,5.2
Muricilândia,Estadual,-,4.7
Muricilândia,Municipal,-,4.5
Muricilândia,Pública,-,4.6
Natividade,Estadual,5.5,5.8
Natividade,Municipal,4.8,5.6
Natividade,Pública,5.5,5.8
Nazaré,Estadual,-,-
Nazaré,Municipal,4.9,5
Nazaré,Pública,5.1,5.3
Nova Olinda,Estadual,-,-
Nova Olinda,Municipal,4,4
Nova Olinda,Pública,4,4
Nova Rosalândia,Estadual,4.2,4.5
Nova Rosalândia,Municipal,5.3,5.5
Nova Rosalândia,Pública,4.8,5.2
Novo Acordo,Estadual,4.8,5.6
Novo Acordo,Municipal,4.3,4.6
Novo Acordo,Pública,4.6,5
Novo Alegre,Estadual,5.5,5.9
Novo Alegre,Pública,5.6,5.9
Novo Jardim,Estadual,-,-
Novo Jardim,Municipal,3.3,4.6
Novo Jardim,Pública,3.3,4.6
Oliveira de Fátima,Municipal,3.6,3.9
Oliveira de Fátima,Pública,3.6,3.9
Palmeirante,Estadual,3.4,3.8
Palmeirante,Municipal,-,-
Palmeirante,Pública,3.9,3.9
Palmeirópolis,Estadual,5.3,-
Palmeirópolis,Municipal,5.5,6
Palmeirópolis,Pública,5.5,6
Paraíso do Tocantins,Estadual,5.9,6.7
Paraíso do Tocantins,Municipal,5.8,6.3
Paraíso do Tocantins,Pública,5.9,6.4
Paranã,Estadual,4.4,5
Paranã,Municipal,3.3,3.8
Paranã,Pública,4.2,4.6
Pau D'Arco,Estadual,-,-
Pau D'Arco,Municipal,4.4,4.3
Pau D'Arco,Pública,4.4,4.3
Pedro Afonso,Estadual,-,-
Pedro Afonso,Municipal,5.3,6.1
Pedro Afonso,Pública,5.3,6
Peixe,Estadual,-,-
Peixe,Municipal,4.4,5
Peixe,Pública,4.4,5
Pequizeiro,Estadual,-,5.3
Pequizeiro,Municipal,4.8,5.8
Pequizeiro,Pública,4.8,5.7
Colméia,Estadual,-,-
Colméia,Municipal,4.8,5.3
Colméia,Pública,4.8,5.3
Pindorama do Tocantins,Estadual,3.7,-
Pindorama do Tocantins,Municipal,5.1,4.9
Pindorama do Tocantins,Pública,4.7,4.9
Piraquê,Municipal,4.6,4.7
Piraquê,Pública,4.6,4.7
Pium,Estadual,4.4,5
Pium,Municipal,4.2,5
Pium,Pública,4.5,5
Ponte Alta do Bom Jesus,Estadual,4.8,4.9
Ponte Alta do Bom Jesus,Pública,4.7,4.8
Ponte Alta do Tocantins,Estadual,4,5
Ponte Alta do Tocantins,Municipal,-,4.6
Ponte Alta do Tocantins,Pública,4.4,5
Porto Alegre do Tocantins,Municipal,4.5,4.9
Porto Alegre do Tocantins,Pública,4.5,4.9
Porto Nacional,Estadual,4.9,5.2
Porto Nacional,Municipal,4.9,5.2
Porto Nacional,Pública,4.9,5.4
Praia Norte,Estadual,-,-
Praia Norte,Municipal,4.2,4
Praia Norte,Pública,4.2,4
Presidente Kennedy,Estadual,-,-
Presidente Kennedy,Municipal,5.1,5.5
Presidente Kennedy,Pública,5.1,5.5
Pugmil,Estadual,-,-
Pugmil,Municipal,4.1,4.8
Pugmil,Pública,4.1,4.8
Recursolândia,Estadual,4.7,4.7
Recursolândia,Municipal,4,3.7
Recursolândia,Pública,4.3,3.9
Riachinho,Estadual,-,-
Riachinho,Municipal,4.1,4.7
Riachinho,Pública,4.1,4.7
Rio da Conceição,Estadual,4.2,-
Rio da Conceição,Municipal,-,4.4
Rio da Conceição,Pública,3.9,4.4
Rio dos Bois,Estadual,4.7,5.3
Rio dos Bois,Municipal,-,4.2
Rio dos Bois,Pública,5,4.8
Rio Sono,Estadual,4.7,5.7
Rio Sono,Municipal,-,-
Rio Sono,Pública,4.7,5.5
Sampaio,Estadual,-,-
Sampaio,Municipal,4.4,4.9
Sampaio,Pública,4.4,4.9
Sandolândia,Estadual,-,-
Sandolândia,Municipal,4.2,5.3
Sandolândia,Pública,4.4,5.2
Santa Fé do Araguaia,Estadual,4.9,5.4
Santa Fé do Araguaia,Municipal,4,3.7
Santa Fé do Araguaia,Pública,4.5,4.5
Santa Maria do Tocantins,Estadual,-,-
Santa Maria do Tocantins,Municipal,3.7,4.6
Santa Maria do Tocantins,Pública,3.7,4.6
Santa Rita do Tocantins,Municipal,4.4,4.3
Santa Rita do Tocantins,Pública,4.4,4.3
Santa Rosa do Tocantins,Estadual,4.3,5.8
Santa Rosa do Tocantins,Municipal,4.5,3.8
Santa Rosa do Tocantins,Pública,4.7,4.7
Santa Tereza do Tocantins,Estadual,-,-
Santa Tereza do Tocantins,Municipal,4.1,4
Santa Tereza do Tocantins,Pública,4.1,4
Santa Terezinha do Tocantins,Estadual,-,-
Santa Terezinha do Tocantins,Municipal,4.1,3.8
Santa Terezinha do Tocantins,Pública,4.1,3.8
São Bento do Tocantins,Estadual,3.5,3.7
São Bento do Tocantins,Municipal,-,-
São Bento do Tocantins,Pública,4.2,4.2
São Félix do Tocantins,Estadual,4.3,4.7
São Félix do Tocantins,Pública,4.5,4.8
São Miguel do Tocantins,Estadual,3.3,-
São Miguel do Tocantins,Municipal,3.7,4
São Miguel do Tocantins,Pública,3.8,4
São Salvador do Tocantins,Municipal,4.4,5
São Salvador do Tocantins,Pública,4.4,5
São Sebastião do Tocantins,Estadual,4,4.9
São Sebastião do Tocantins,Municipal,3.7,4.5
São Sebastião do Tocantins,Pública,4.1,4.6
São Valério,Estadual,6.2,6.6
São Valério,Municipal,4.9,5.6
São Valério,Pública,5.6,6.1
Silvanópolis,Estadual,-,-
Silvanópolis,Municipal,4.8,4.9
Silvanópolis,Pública,4.8,4.9
Sítio Novo do Tocantins,Estadual,3.8,4.3
Sítio Novo do Tocantins,Municipal,4.4,4.6
Sítio Novo do Tocantins,Pública,4.2,4.6
Sucupira,Municipal,4.6,4.5
Sucupira,Pública,4.6,4.5
Taguatinga,Estadual,4.6,5
Taguatinga,Municipal,4.2,5
Taguatinga,Pública,4.5,5.1
Taipas do Tocantins,Estadual,-,-
Taipas do Tocantins,Municipal,3.9,4.2
Taipas do Tocantins,Pública,3.9,4.2
Talismã,Municipal,4.5,5
Talismã,Pública,4.5,5
Palmas,Estadual,5.1,5.8
Palmas,Municipal,6.2,6.6
Palmas,Pública,6,6.5
Tocantínia,Estadual,-,-
Tocantínia,Municipal,4.4,4.9
Tocantínia,Pública,4.2,4.6
Tocantinópolis,Estadual,4.8,5.4
Tocantinópolis,Municipal,4.5,4.8
Tocantinópolis,Pública,5,5.4
Tupirama,Estadual,-,-
Tupirama,Municipal,4.4,4.8
Tupirama,Pública,4.4,4.8
Tupiratins,Municipal,4.4,4.4
Tupiratins,Pública,4.4,4.4
Wanderlândia,Estadual,5.2,4.6
Wanderlândia,Municipal,4.2,4.7
Wanderlândia,Pública,4.9,4.7
Xambioá,Estadual,5,6.1
Xambioá,Municipal,4.9,4.7
Xambioá,Pública,4.9,5.2
Açailândia,Estadual,-,-
Açailândia,Municipal,4.9,5
Açailândia,Pública,4.9,5
Afonso Cunha,Estadual,-,-
Afonso Cunha,Municipal,4,4.4
Afonso Cunha,Pública,4,4.4
Água Doce do Maranhão,Estadual,-,-
Água Doce do Maranhão,Municipal,4.2,4.3
Água Doce do Maranhão,Pública,4.2,4.3
Alcântara,Estadual,-,-
Alcântara,Municipal,4.4,4.4
Alcântara,Pública,4.4,4.4
Aldeias Altas,Estadual,-,-
Aldeias Altas,Municipal,3.9,4.1
Aldeias Altas,Pública,3.9,4.1
Altamira do Maranhão,Municipal,3.7,4.5
Altamira do Maranhão,Pública,3.7,4.5
Alto Alegre do Maranhão,Estadual,-,-
Alto Alegre do Maranhão,Municipal,3.9,4.3
Alto Alegre do Maranhão,Pública,3.9,4.3
Alto Alegre do Pindaré,Municipal,5,5.5
Alto Alegre do Pindaré,Pública,5,5.5
Alto Parnaíba,Estadual,-,-
Alto Parnaíba,Municipal,4.7,5.2
Alto Parnaíba,Pública,4.7,5.2
Amapá do Maranhão,Municipal,3.7,3.8
Amapá do Maranhão,Pública,3.7,3.8
Amarante do Maranhão,Municipal,4.4,4.4
Amarante do Maranhão,Pública,4.2,4.1
Anajatuba,Municipal,4.8,4.4
Anajatuba,Pública,4.8,4.4
Anapurus,Estadual,-,-
Anapurus,Municipal,4,3.8
Anapurus,Pública,4,3.8
Apicum-Açu,Municipal,4,4.6
Apicum-Açu,Pública,4,4.6
Araguanã,Municipal,4.2,4.3
Araguanã,Pública,4.2,4.2
Araioses,Estadual,-,-
Araioses,Municipal,4.1,4
Araioses,Pública,4.1,4
Arame,Municipal,3.9,3.9
Arame,Pública,3.6,3.6
Arari,Estadual,-,-
Arari,Municipal,4.9,5.2
Arari,Pública,4.9,5.2
Axixá,Estadual,-,-
Axixá,Municipal,4.9,4.9
Axixá,Pública,4.9,4.9
Bacabal,Estadual,-,-
Bacabal,Municipal,4.8,5.1
Bacabal,Pública,4.8,5.1
Bacabeira,Municipal,4.5,4.8
Bacabeira,Pública,4.5,4.8
Bacuri,Estadual,-,-
Bacuri,Municipal,4.1,4.4
Bacuri,Pública,4.1,4.4
Bacurituba,Municipal,4.8,4.7
Bacurituba,Pública,4.8,4.7
Balsas,Estadual,-,-
Balsas,Municipal,4.5,4.6
Balsas,Pública,4.5,4.6
Barão de Grajaú,Municipal,5.5,5.1
Barão de Grajaú,Pública,5.5,5.1
Barra do Corda,Estadual,-,-
Barra do Corda,Municipal,4.4,4.6
Barra do Corda,Pública,4.4,4.6
Barreirinhas,Estadual,-,-
Barreirinhas,Municipal,4.6,4.6
Barreirinhas,Pública,4.6,4.6
Belágua,Municipal,3.6,3.7
Belágua,Pública,3.6,3.7
Bela Vista do Maranhão,Municipal,3.9,4.1
Bela Vista do Maranhão,Pública,3.9,4.1
Benedito Leite,Estadual,-,-
Benedito Leite,Municipal,3.6,4.1
Benedito Leite,Pública,3.6,4.1
Bequimão,Municipal,4.5,4.8
Bequimão,Pública,4.5,4.8
Bernardo do Mearim,Municipal,4.4,4.5
Bernardo do Mearim,Pública,4.4,4.5
Boa Vista do Gurupi,Municipal,3.8,4
Boa Vista do Gurupi,Pública,3.8,4
Bom Jardim,Municipal,-,4.4
Bom Jardim,Pública,-,4.4
Bom Jesus das Selvas,Municipal,3.8,4.1
Bom Jesus das Selvas,Pública,3.8,4.1
Bom Lugar,Municipal,4.3,4.5
Bom Lugar,Pública,4.3,4.5
Brejo,Estadual,-,-
Brejo,Municipal,3.6,3.8
Brejo,Pública,3.6,3.8
Brejo de Areia,Municipal,3.6,3.9
Brejo de Areia,Pública,3.6,3.9
Buriti,Estadual,-,-
Buriti,Municipal,4.3,4.2
Buriti,Pública,4.3,4.2
Buriti Bravo,Estadual,-,-
Buriti Bravo,Municipal,5.1,5.3
Buriti Bravo,Pública,5.1,5.3
Buriticupu,Estadual,-,-
Buriticupu,Municipal,4.2,4.3
Buriticupu,Pública,4.1,4.2
Buritirana,Municipal,4.2,4.5
Buritirana,Pública,4.2,4.5
Cachoeira Grande,Estadual,-,-
Cachoeira Grande,Municipal,4.5,4.2
Cachoeira Grande,Pública,4.5,4.2
Cajapió,Estadual,3.9,4.4
Cajapió,Municipal,3.2,3.8
Cajapió,Pública,3.7,4
Cajari,Estadual,6.2,5.7
Cajari,Municipal,4,3.9
Cajari,Pública,4.3,4.1
Campestre do Maranhão,Municipal,4.9,5.1
Campestre do Maranhão,Pública,4.9,5.1
Cândido Mendes,Municipal,4.8,4.6
Cândido Mendes,Pública,4.8,4.6
Cantanhede,Estadual,-,-
Cantanhede,Municipal,4.9,4.3
Cantanhede,Pública,4.9,4.3
Capinzal do Norte,Municipal,4.2,4.4
Capinzal do Norte,Pública,4.2,4.4
Carolina,Estadual,-,-
Carolina,Municipal,4.9,4.6
Carolina,Pública,4.9,4.6
Carutapera,Municipal,4.7,5.1
Carutapera,Pública,4.7,5.1
Caxias,Estadual,5.2,-
Caxias,Municipal,4.6,4.9
Caxias,Pública,4.6,4.9
Cedral,Estadual,-,-
Cedral,Municipal,5,5
Cedral,Pública,5,5
Central do Maranhão,Municipal,4,4.5
Central do Maranhão,Pública,4,4.5
Centro do Guilherme,Municipal,3.6,4
Centro do Guilherme,Pública,3.5,4
Centro Novo do Maranhão,Municipal,4.1,4
Centro Novo do Maranhão,Pública,4.1,4
Chapadinha,Estadual,-,-
Chapadinha,Municipal,4.2,4.2
Chapadinha,Pública,4.2,4.2
Cidelândia,Estadual,-,-
Cidelândia,Municipal,4.3,4.5
Cidelândia,Pública,4.3,4.5
Codó,Estadual,-,-
Codó,Municipal,4,4.4
Codó,Pública,4,4.4
Coelho Neto,Municipal,4.2,4
Coelho Neto,Pública,4.2,4
Colinas,Estadual,-,-
Colinas,Municipal,4.4,4.1
Colinas,Pública,4.4,4.1
Conceição do Lago-Açu,Municipal,3.5,3.9
Conceição do Lago-Açu,Pública,3.5,3.9
Coroatá,Estadual,4.2,-
Coroatá,Municipal,4.4,4.7
Coroatá,Pública,4.4,4.7
Cururupu,Estadual,-,-
Cururupu,Municipal,4.6,4.8
Cururupu,Pública,4.6,4.8
Davinópolis,Municipal,4.1,4.5
Davinópolis,Pública,4.1,4.5
Dom Pedro,Estadual,-,-
Dom Pedro,Municipal,4.5,4.8
Dom Pedro,Pública,4.5,4.8
Duque Bacelar,Estadual,-,-
Duque Bacelar,Municipal,4,5.1
Duque Bacelar,Pública,4,5.1
Esperantinópolis,Estadual,-,-
Esperantinópolis,Municipal,4.2,4.4
Esperantinópolis,Pública,4.2,4.4
Estreito,Municipal,4.8,4.8
Estreito,Pública,4.8,4.8
Feira Nova do Maranhão,Municipal,4,4.5
Feira Nova do Maranhão,Pública,4,4.5
Fernando Falcão,Municipal,4.2,4
Fernando Falcão,Pública,3.7,3.9
Formosa da Serra Negra,Municipal,4.9,5.3
Formosa da Serra Negra,Pública,4.9,5.3
Fortaleza dos Nogueiras,Estadual,-,-
Fortaleza dos Nogueiras,Municipal,4.7,4.7
